station,N,observed_closure_error,null_median_closure_error,observed_minus_null_median,closure_local_p_less_equal,observed_winner,status
Wanliu,16,1.4020998980987445,1.3669955113924872,0.03510438670625726,0.9609375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,17,1.4092417298285649,1.3700162275774521,0.039225502251112765,1.0,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,18,1.397862781128107,1.370452041637845,0.02741073949026207,0.9375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,19,1.3887408221337965,1.3744275492568014,0.01431327287699502,0.8125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,20,1.389905323937352,1.372138030320168,0.017767293617183988,0.8671875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,4,1.4430824779262366,1.3802729292097233,0.06280954871651323,1.0,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,5,1.4144249255406374,1.3797323889366664,0.03469253660397098,0.9375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,6,1.4114512374480752,1.381722313957708,0.029728923490367265,0.9296875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,7,1.4062364142637749,1.381356368969929,0.0248800452938458,0.875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,1.379533398795678,1.3788346209376816,0.0006987778579963244,0.53125,False,POST_HOC_DIAGNOSTIC_ONLY
